Project,Bug ID,Severity Label,Resolution Status,Short Description
Core,793959,normal,FIXED,MediaConduit - Fix Comments
Core,792659,normal,FIXED,PeerConnectionImpl needs better error handling and logging
Core,615740,major,FIXED,Ctrl-Shift-Arrow won't move the cursor in contenteditable regions.
Core,799856,critical,FIXED,crash in mozilla::InternalInvalidateThebesLayersInSubtree
Core,799262,normal,FIXED,Better mach API for command/module loading
Core,795427,normal,FIXED,More useful error messages
Core,799312,normal,FIXED,mach help <command> should work
Core,799648,normal,FIXED,Move MozbuildObject functionality into mach mixins
Core,798565,normal,FIXED,touch.target may point to native anonymous content
Core,792495,normal,FIXED,[WebAPI] WebSMS: Develop test to delete an SMS
Core,747221,normal,FIXED,[meta] IonMonkey: Get green on TBPL
Core,792592,normal,FIXED,Need HiDPI versions of our custom OS X cursors
Core,799952,normal,FIXED,Cross domain access to the location object
Core,799432,trivial,FIXED,Remove signed nsresult hacks
Core,791798,critical,FIXED,crash in mozilla::plugins::parent::_releaseobject
Core,792890,normal,FIXED,Fix JS-wrapping for callback interfaces to comply with the spec
Core,792137,normal,FIXED,Update [TreatNonCallableAsNull] to spec
Core,797419,normal,FIXED,Fix strict mode warnings in controller.js
Core,799900,normal,FIXED,Wrong position of East Asian input method candidate box in HiDPI mode
Core,790830,critical,FIXED,"""Assertion failed: (len == 9 || len == 8), function parseHexColor"" in test plugin"
Core,798634,trivial,FIXED,"Minor mfbt/SHA1.* style cleanups, nits"
Core,796925,normal,FIXED,build error in nsHtml5Parser.cpp with clang
Core,795556,normal,FIXED,Propagate parent window privacy status to newly opened windows
Core,799807,normal,FIXED,update reference to llvm bug
Core,799892,minor,FIXED,DataChannelConnection::SendBlob can return nsresult instead of int32_t
Core,798304,normal,FIXED,Cant specify sub directories for videos in CameraControl API
Core,797803,normal,FIXED,System Message API: System App fails to register handler
Core,797385,normal,FIXED,Blacklist or fix ibm864 converter
Core,795782,normal,FIXED,System Message API: Shouldn't pend messages for running apps to avoid re-firing them when restarting apps
Core,795763,normal,FIXED,[Azure] Cairo gradients don't use extend mode
Core,797204,normal,FIXED,Remove use of GetCxSubjectPrincipalAndFrame
Core,793866,critical,FIXED,Spell checker crash after doing mean things with contenteditable
Core,795594,blocker,FIXED,Startup 64-bit crash in mozilla::layers::LayerPropertiesBase::LayerPropertiesBase
Core,791278,critical,FIXED,WebRTC crash [@sipcc::PeerConnectionImpl::SetLocalDescription]
Core,793433,critical,FIXED,crash in nsAppShellService::RegisterTopLevelWindow
Core,799591,normal,FIXED,remove reference to stat64 from file_util_posix.cc
Core,799282,critical,FIXED,"Google Maps causes hang or ""Assertion failure: newRange->lower() >= oldRange.lower()"""
Core,799793,normal,FIXED,Bounds computed by bit and are incorrect.
Core,768901,normal,FIXED,DMD double-reports heap blocks from the CSS code
Core,786154,normal,FIXED,Fix last warning in cache so we can enable FAIL_ON_WARNINGS
Core,793967,normal,FIXED,Refactor Proxy::getElementIfPresent()
Core,778235,normal,FIXED,Add support for Gonk to NetworkGeolocationProvider.js
Core,799391,normal,FIXED,Remove libiw check
Core,782991,critical,FIXED,"Intermittent accessible/states/test_link.html | Test timed out.  | Test timed out. | Can't get accessible for link_traversed (x2) | wrong state bits for 'link_traversed' !got '0', expected 'traversed' (followed by a hang)"
Core,799777,normal,FIXED,Unravel the threaded interpreter
Core,798624,normal,FIXED,GC: specialize low-level character access for JSStableString
Core,794597,normal,FIXED,mozbrowser doesn't send auth request off a redirect
Core,797234,normal,FIXED,Blip blib blob
Core,745788,normal,FIXED,Intermittent a11y/accessible/treeupdate/test_imagemap.html | Test timed out
Core,799191,critical,FIXED,"crash in nsRefPtr when clicking the ""video"" button on anant's gum test page"
Core,798980,normal,FIXED,[b2g] Crash when opening an inline Activity
Core,799139,normal,FIXED,Remove DoScanOld() pre-10.6 Wifi scanning code.
Core,795504,normal,FIXED,Remove usages of PR_STATIC_CALLBACK from the tree
Core,630242,normal,FIXED,"WARNING: No outer window available!: file dom/base/nsGlobalWindow.cpp, line 8451"
Core,798990,normal,FIXED,Don't call EnsureTarget in nsCanvasRenderingContext2DAzure::GetCanvasLayer
Core,786782,normal,FIXED,B2G SMS: can't sent multipart messages in some countries
Core,800026,normal,FIXED,Speed up Canvas putImageData() without filling gfxImageSurface with zeros
Core,800058,normal,FIXED,graphite2-1.2.0 doesn't build with libc++
Core,796176,normal,FIXED,[b2g-bluetooth] Paired devices do not autoconnect on power-up
Core,797059,normal,FIXED,Volume slider of HTML5 video does not move when I drag the volume slider
Core,799813,normal,FIXED,cairo-qt fails to build
Core,785275,normal,FIXED,Galaxy S III video shows green bars when color converting OMX_COLOR_FormatYUV420SemiPlanar
Core,797574,normal,FIXED,PermissionInstaller.jsm broken for package apps
Core,797364,normal,FIXED,Stagefright: Galaxy SII & Galaxy Note hardware decoder video yields green layer over video
Core,799299,normal,FIXED,focus contention with two visible html content areas
Core,798974,normal,FIXED,MutationObserver childList contains superflous nodes
Core,800633,normal,FIXED,Remove cruft from mozbuild
Core,788300,normal,FIXED,[b2g-bluetooth] BluetoothSCOManager and BluetoothHFPManager
Core,756514,normal,FIXED,Update documentation to reflect that sandbox.importFunction is no longer necessary
Core,739130,normal,FIXED,make GetDocumentNode() inline on nsDocAccessible
Core,799647,normal,FIXED,"Flexbox review-comment-fix got lost, for style-context parent lookup  ""align-self: auto"""
Core,800481,normal,FIXED,"Remove unnecessary second arg from HashTable::hash{1,2}"
Core,798599,normal,FIXED,remove prmem from editor
Core,798595,normal,FIXED,remove useless prmem.h includes
Core,797445,normal,FIXED,remove prmem.h from imagelib
Core,800287,normal,FIXED,Optimize display list processing
Core,800157,normal,FIXED,Make User Agent overrides affect navigator.userAgent in addition to the HTTP header
Core,800546,normal,FIXED,Nothing should depend on *.pyc (media/webrtc/trunk/tools/gyp/pylib/gyp/generator/mozmake.pyc)
Core,800535,normal,FIXED,nsSimplePageSequence.cpp:673:53: warning: comparison between signed and unsigned integer expressions [-Wsign-compare]
Core,799775,normal,FIXED,"""-moz-order"" needs to be inherited by ::-moz-table-outer in ua.css"
Core,794171,normal,FIXED,Brightcove HTML5/H.264 video playback support not detected
Core,773247,normal,FIXED,Find freezes for quite long on a certain website
Core,798800,normal,FIXED,ANGLE fails to build on Mac with clang rev 161022
Core,779611,normal,FIXED,Paris bindings for the remaining WebGL interfaces
Core,800031,normal,FIXED,Include paint time in tab switch telemetry
Core,799348,normal,FIXED,[Firefox 16] load event is not always triggered by XUL windows
Core,800401,normal,FIXED,Stop forcing -Werror on everybody
Core,791571,normal,FIXED,Session restore is never completed
Core,799791,normal,FIXED,Remove some totally unused arguments
Core,798573,normal,FIXED,remove prtypes.h #includes in dom/
Core,767406,normal,FIXED,Uninitialised value use in mozilla::scache::StartupCache::WriteToDisk()
Core,791769,normal,FIXED,Update PSL for .py and .ve
Core,799592,normal,FIXED,window.close will not close social panels
Core,801162,normal,FIXED,navigator.id.watch loops onlogin event
Core,800611,normal,FIXED,Remove trailing whitespace from signaling code
Core,505385,normal,FIXED,imgIDecoderObserver should be split into two interfaces
Core,790962,normal,FIXED,Add dreamhosters.com to PSL
Core,796457,normal,FIXED,Relicense media/webrtc/signaling under MPL2
Core,798510,normal,FIXED,js::StackSpace::sizeOfCommitted() overestimates on non-Windows platforms
Core,792037,normal,FIXED,idle-daily delay wait may be too long for Metro tablets
Core,800313,normal,FIXED,[b2g-bluetooth] Refine system messages interface for bluetooth file-sharing app
Core,734668,major,FIXED,Remove one of the two canvas 2D context implementations
Core,748113,normal,FIXED,[Azure] Enable changing Azure backends
Core,800502,major,FIXED,NULL deref in ccsip_subsmanager.c:add_content()
Core,800558,normal,FIXED,OK returned instead of possible error code in fsmdef_ev_hold_pending_feature()
Core,798873,normal,FIXED,Crash in SDP formatted with too many ICE candidates
Core,800668,normal,FIXED,Hideous scrollbars when zoomed in
Core,801075,normal,FIXED,"[contacts] aRequest misspelled and a check for ""request"" which fails"
Core,754029,normal,FIXED,Navigating from a new script tag does not add a session history entry
Core,801210,normal,FIXED,warning: extra ';' [-pedantic] in media/mtransport/
Core,800847,critical,FIXED,mozmake.py doesn't create working dependencies of Makefiles on gyp files
Core,801013,normal,FIXED,imgRequest::AdjustPriority wrongly adjusts loadgroup instead of channel
Core,801295,normal,FIXED,mincore() call has incorrect type on tier3
Core,800247,normal,FIXED,[b2g-bluetooth] User has no way of knowing when device disconnects.
Core,784620,normal,FIXED,Support compiling JS in self-hosting mode in the shell
Core,799335,normal,FIXED,Images are being discarded too aggressively
Core,741408,normal,FIXED,figure out a way to deal with accessibles with no content
Core,791465,normal,FIXED,Directive prologue detection needs to look across line boundaries
Core,793372,normal,FIXED,[DeviceStorage]: recognize .m3u playlist files as music files
Core,787766,normal,FIXED,Image slideshow stops working after navigate other page for 10-15sec
Core,793244,normal,FIXED,Convert Screen to WebIDL
Core,798014,normal,FIXED,Remove dead DefineConstructor definition
Core,801428,normal,FIXED,MozQWidget does not build on latest tip
Core,800392,normal,FIXED,nsXBLSpecialDocInfo causes an extra CC at shutdown
Core,801344,normal,FIXED,JSRuntime::initSelfHosting may return an uninitialized value
Core,801345,normal,FIXED,Give MessageReplyDeserializer a virtual dtor since we delete the base class pointer
Core,799465,normal,FIXED,Add complete support for non-nsISupports objects in new DOM bindings
Core,799905,minor,FIXED,".URL should be defined on Document, not HTMLDocument"
Core,795367,normal,FIXED,Establish makefiles and directories for test automation for webrtc
Core,801362,normal,FIXED,Bug 797239 introduced a bug that needs to be fixed
Core,799909,normal,FIXED,decomify Accessible::GetNameInternal
Core,743311,normal,FIXED,Expose a way to list all global objects and be notified when a new global is created
Core,795119,normal,FIXED,[jsdbg2] Debugger.Object.prototype.evalInGlobal fails to unwrap referent
Core,799849,normal,FIXED,Wrap nothrow libstdc++ operators so that dynamic libraries that use them go through jemalloc when it's enabled
Core,626245,normal,FIXED,Flash Plugin bounces up and down when being scrolled
Core,800106,normal,FIXED,Replace usages of NS_ALWAYS_INLINE with MOZ_ALWAYS_INLINE and remove NS_ALWAYS_INLINE
Core,797167,normal,FIXED,Scroll speed is different between embedded object and text
Core,801350,normal,FIXED,Huge performance regression in certain demo when HWA disabled
Core,792957,normal,FIXED,"""ASSERTION: Attempting to allocate excessively large array"" with MozLockOrientation"
Core,776420,normal,FIXED,[Security Review][Action Item] Review trusted dialog js code
Core,512497,trivial,FIXED,Remove last Makefile.win files from mozilla-central
Core,771219,normal,FIXED,Tile base progressive painting
Core,795057,critical,FIXED,Crash either on receiving video stream or installing answer
Core,801696,normal,FIXED,Device Storage doesnt enumerated 3gp files
Core,794090,normal,FIXED,[WebAPI] WebSMS: Develop a test to verify getMessage
Core,779118,critical,FIXED,"Intermittent crash in test_bug369306.html [@ js::SourceCompressorThread::waitOnCompression] (""Assertion failure: state == IDLE, at js/src/jsscript.cpp:1098"")"
Core,783008,normal,FIXED,IonMonkey: Jaeger IC recompiles with methodjit even if IonScript exists.  Investigate policy changes to make this behave better.
Core,795126,normal,FIXED,"Make iostream-based debugging DEBUG-only (signaling, mtransport)"
Core,743844,normal,FIXED,webrtc/signaling code crashes when multiple instances are running.
Core,800206,normal,FIXED,Invalidation issues for images as they are loaded
Core,723315,normal,FIXED,Animated images in an XUL deck cause paint updates
Core,796115,critical,FIXED,Crash in mozilla::FrameLayerBuilder::ClearManagerData with preserve-3d
Core,797255,normal,FIXED,Add support for the layer attribute to nsImageBoxFrame
Core,797254,normal,FIXED,Themed Titlebar on Mac repaints every frame
Core,799579,normal,FIXED,Some image do not render properly after session restore.
Core,793474,normal,FIXED,[km]Multiple Character Render Issues
Core,798761,critical,FIXED,crash in mozilla::`anonymous namespace''::ContainerState::InvalidateForLayerChange
Core,795826,critical,FIXED,crash in mozilla::`anonymous namespace'::ContainerState::Finish
Core,800386,normal,FIXED,Self signed certificates cannot be whitelisted with FoxyProxy Plus extension
Core,801116,normal,FIXED,Intrinsic width calculation for does not handle box-sizing correctly in the intrinsic ratio case
Core,761901,normal,FIXED,HTML5 progress accessible should fire value change event
Core,800486,normal,FIXED,Dump GC/CC logs upon receiving a signal
Core,795230,normal,FIXED,Use ASCII capable keyboard layout for computing charCode if current input source is an IME mode and open
Core,801365,normal,FIXED,Graphical glitch in certain site when  zooming in of a page
Core,800198,normal,FIXED,Scrolling slowdown and hang on SVG demo
Core,796526,normal,FIXED,"Debug builds spew ""### ERROR: SymGetModuleInfo64: The specified module could not be found."" messages"
Core,801935,normal,FIXED,Don't unload wireless drivers
Core,542039,normal,FIXED,nsIFrame should return accessible type
Core,786417,normal,FIXED,Broken display of downloads stats on SourceForge with Firefox 17 (recent regression)
